air_quality,temperature,humidity,lighting,noise_level,green_spaces,object_movements,pollution_controls,elderly_health,wellbeing,building_type,floor_level,window_type,ventilation_type,location,healthy_environment
0.3745401188473625,18.80605142655785,1.1410152122928674,333.44395837476776,0.7348257098498764,-1.1195710092245648,0.6926399964397206,Yes,Excellent,Low,Apartment,Ground,Double,Mechanical,Urban,0
0.9507143064099162,15.219391265061123,1.0241998465650517,539.8948812401092,0.3063073809720036,-2.1100126005745405,0.43095324292820586,Yes,Excellent,Low,Office,4th,Triple,Mechanical,Rural,0
0.7319939418114051,19.17555850995106,4.271343240903731,559.5177310045418,0.7282479042123494,0.06053087532889867,2.6406780969944257,Yes,Excellent,Low,Apartment,4th,Double,Mechanical,Rural,0
0.5986584841970366,21.826947464034813,1.20713031561249,470.9013119231606,0.39658347761289825,3.8469743050997094,1.6747499297932122,No,Excellent,High,Apartment,3rd,Single,Mechanical,Urban,0
0.15601864044243652,21.07525980589976,1.339406004881283,661.5082744203737,1.2167815098893602,5.409905846613233,0.5982897854161814,Yes,Excellent,Medium,House,4th,Double,Natural,Urban,0
0.15599452033620265,20.85637249562115,1.062771838032769,130.2531082362828,0.092110731271924,7.458817454583219,0.37637097706081357,Yes,Good,Medium,Apartment,Ground,Single,Natural,Rural,0
0.05808361216819946,19.44001339625104,2.4763122959929373,491.45609422764517,0.8683045768662381,4.621012865235889,3.1951370467675377,Yes,Excellent,High,House,1st,Triple,Mechanical,Suburban,0
0.8661761457749352,17.441938527560428,1.014108992158071,452.0341289373303,0.3255081738803779,-7.770751201644204,2.807673360506615,Yes,Excellent,Medium,Office,1st,Single,Natural,Urban,0
0.6011150117432088,21.030588643248933,2.454335177436173,508.60550878173484,0.009948979485206557,-3.2865229376565672,2.862246646183119,No,Excellent,Low,House,4th,Double,Mechanical,Urban,0
0.7080725777960455,18.33143637993075,1.078506460874714,433.69660261475514,1.6053865256103905,1.209529815704044,2.7270857005781677,No,Good,Medium,Apartment,3rd,Single,Mechanical,Urban,0
0.020584494295802447,,2.9690995805834413,112.93215340941202,1.0741763720237945,2.7363992788373945,2.725422829089893,Yes,Good,Low,Apartment,1st,Triple,Natural,Rural,0
0.9699098521619943,21.141014416709034,1.9236911130433987,108.00745450006985,0.2214153914735976,6.307091799381285,2.5079955357460486,Yes,Poor,Low,Apartment,Ground,Triple,Natural,Suburban,0
0.8324426408004217,18.838703394892097,1.0941352972637162,44.06790827861853,1.0596909319751313,2.2159208810838638,1.0339472004669623,No,Poor,High,House,1st,Double,Natural,Urban,0
0.21233911067827616,18.777229505222742,1.5176236612563359,913.7294397427378,0.9635602696386275,2.2535362693183716,2.6959768106942184,No,Excellent,Low,Office,3rd,Double,Natural,Urban,0
0.18182496720710062,19.814111586772825,1.2061825087543059,923.0260984084231,0.7436068146288632,3.188986815695297,1.877445565984962,Yes,Fair,Medium,Office,4th,Single,Mechanical,Suburban,0
0.18340450985343382,19.5209961559565,1.1031274142911067,937.8127396931214,0.6659461572420251,0.7248913060939906,0.7876776095641114,No,Excellent,Medium,Apartment,2nd,Double,Natural,Rural,0
0.3042422429595377,22.23366755105991,2.664840509021848,548.2821147739188,1.6817771803864263,2.434425699389058,1.7002837098155366,Yes,Poor,Medium,,1st,,Natural,Urban,0
0.5247564316322378,20.37283233948809,1.2948011127846955,47.793076326582224,0.42925115523530977,7.629160895058753,3.9830369834115618,No,Fair,Medium,Apartment,Ground,Double,Natural,Urban,0
0.43194501864211576,18.536736522182945,1.2894305810665105,144.50144510292066,0.636673182276514,1.5804455060799851,2.128483446813052,Yes,Fair,Medium,House,3rd,Triple,Mechanical,Rural,0
0.2912291401980419,23.780881370311565,1.0975676734972244,478.3847942769392,0.542121552427742,1.8489363660785834,2.3325388979114012,No,Poor,Low,Office,1st,Triple,Natural,Urban,0
0.6118528947223795,20.098616663040445,1.2731528110623076,461.97833811789445,1.2957184552662768,1.8320729761640524,0.6460494974261044,Yes,Excellent,High,House,2nd,Double,Natural,Rural,1
0.13949386065204183,21.537679351937793,2.7909109533985115,322.8706526568662,1.8334062870213677,8.488869068955843,0.8332710138758331,Yes,Poor,High,House,4th,Single,Mechanical,Suburban,0
0.29214464853521815,18.783546985110483,1.2530666295966641,583.4257550383765,1.5317027833965169,-3.540266634147212,1.8822025668080389,No,Fair,Medium,Apartment,1st,Triple,Mechanical,Suburban,0
0.3663618432936917,20.726231255489047,4.545621839616099,408.15691974718106,1.3668536299426237,10.879234473955977,1.4991571116369984,No,Good,Low,House,3rd,Single,Mechanical,Rural,0
0.45606998421703593,20.622219982286392,4.315676133545702,455.21528711959235,2.655276046345127,-3.881909272577566,1.319637575510894,No,Excellent,High,Office,1st,Triple,Mechanical,Rural,0
0.7851759613930136,16.220701415807696,1.08141205443932,212.92386642030561,1.1257899090081258,-1.271101306638795,0.6555946599657869,Yes,Poor,Medium,Office,4th,Double,Natural,Rural,0
0.19967378215835974,24.03055022092128,1.102509198742349,1077.082187891319,1.245808148839547,5.723691348576599,0.8166001063418831,No,Poor,Low,Office,3rd,Double,Natural,Suburban,0
0.5142344384136116,22.581288921845093,2.6985081006183473,262.2316809151876,2.54622878125494,7.151583477368357,0.39966202598591416,No,Poor,High,Apartment,2nd,Double,Natural,Suburban,0
0.5924145688620425,19.205609367708025,1.2832762089056964,106.62850921098376,0.0366464823653008,-5.01749508499244,1.105502664741925,Yes,Good,Low,House,Ground,Triple,Natural,Urban,0
0.046450412719997725,17.795460519088287,1.0021941917879293,186.60628829606728,1.0034996934017975,-3.46350931623543,1.5073146774984834,Yes,Good,Medium,House,4th,Double,Mechanical,Rural,0
0.6075448519014384,20.695123227607105,1.1735277244082418,284.7278491085907,1.2173378588934607,3.389214047359239,1.597031308659319,No,Excellent,Low,Apartment,1st,Double,Natural,Rural,0
0.17052412368729153,20.17339539882879,1.5764734468173087,1090.0760989850903,1.841489706837678,13.72209693881898,3.892401271436099,Yes,Excellent,High,Office,2nd,Double,Natural,Urban,0
0.06505159298527952,20.71133789712646,2.231975863099979,386.73202122722887,1.6672689220883685,8.231313904993403,0.18479716534230498,No,Excellent,High,Office,3rd,Single,Mechanical,Urban,0
0.9488855372533332,20.38315479238818,1.0742065728622423,334.90663149898654,1.504239585582352,0.7595147518409486,5.454583504162362,Yes,Poor,Low,Apartment,3rd,Double,Mechanical,Suburban,0
0.9656320330745594,21.012481978611852,1.0603204120616394,115.7388749075395,2.0405649974059563,-10.095645690378781,2.73005922292398,Yes,Good,High,Apartment,3rd,Single,Mechanical,Urban,1
0.8083973481164611,22.894611398783614,3.5827028885172765,884.9070310506777,0.840708930613092,2.4082136721057963,1.8029391451250165,No,Excellent,Low,Office,1st,Single,Natural,Urban,0
0.3046137691733707,21.13620641025729,2.004609357095027,210.19755907376972,0.03639815883563471,3.8114840182327683,0.7604494347804535,No,Good,Low,Office,4th,Triple,Mechanical,Rural,0
0.09767211400638387,17.90068900218012,1.5613180249287584,365.0272984495814,0.04980784950095608,0.0865242945859821,1.1626800385892722,Yes,Fair,Medium,House,2nd,Double,Natural,Urban,0
0.6842330265121569,22.725125705424905,2.0814676693114986,1772.5652619493846,0.8521705308474088,-2.2536199527329774,2.6870419591500507,No,Excellent,Medium,Office,3rd,Triple,Mechanical,Rural,0
0.4401524937396013,,1.323203276423194,670.9961042373941,0.6885983626857773,2.795826301606941,0.8919923114946836,No,Good,Low,Office,Ground,Double,Mechanical,Rural,0
0.12203823484477883,26.30411346902417,2.034705906702636,79.18175865538002,0.7114603092267269,-2.7113059694698043,2.871192141845514,No,Excellent,High,House,4th,Single,Mechanical,Rural,0
0.4951769101112702,17.753011933520803,1.2616882773760407,68.75089561901689,0.6395836101009146,11.36224330404362,1.670781671713072,No,Good,Medium,Apartment,2nd,Triple,Natural,Urban,0
0.034388521115218396,20.48576402630055,1.1501812092914647,378.30076350163233,1.840884734313933,9.583723987669085,1.6657519787939685,No,Good,High,House,2nd,Single,Mechanical,Urban,0
0.9093204020787821,15.835802593622025,1.9209944452658583,119.97212032033178,0.5828648767035322,5.289563157963805,2.6908896327274987,No,Poor,Low,House,3rd,Double,Mechanical,Rural,0
0.2587799816000169,21.10629831275842,1.3126935361664578,771.662090527732,1.5552351259905937,2.4485528455965824,0.5998784460210116,Yes,Fair,High,,Ground,Triple,Natural,Suburban,0
0.662522284353982,18.903599403666455,7.327847030742688,420.84435614786094,1.7583651977570554,-1.3008204330677993,1.29407687192845,No,Excellent,High,Apartment,3rd,Double,Natural,Suburban,0
0.31171107608941095,23.846891589649907,1.2398564430501047,475.9842517017221,0.7824693312177227,1.896064080545494,1.5143374414791804,No,Good,Low,Office,4th,Triple,Mechanical,Rural,0
0.5200680211778108,,3.5743343672677996,198.9904469623029,0.7052676081310206,10.19648567603638,2.599191568133947,No,Excellent,Medium,Apartment,1st,Double,Natural,Suburban,0
0.5467102793432796,16.621633924065478,3.8622577413657164,2301.654877816649,1.2700950204017827,6.343270292183141,3.6670200711844148,No,Good,Medium,House,4th,Single,Natural,Urban,0
0.18485445552552704,19.05747251859496,1.1484795710241467,6922.925559682661,1.1485487485821808,3.0184613923822976,0.5516148092335391,Yes,Fair,High,Apartment,Ground,Single,Natural,Rural,0
0.9695846277645586,16.049024457565725,2.2261899238946636,305.3367531582629,0.5413384266158122,6.619871670837977,1.6808341219531335,Yes,Good,Low,Office,1st,Triple,Natural,Urban,0
0.7751328233611146,21.50219890901462,1.328119050012339,574.2353033192651,0.2270597842258345,4.728053316904141,0.5103866362632212,No,Good,Low,Apartment,2nd,,Mechanical,Suburban,0
0.9394989415641891,15.869833907487358,3.482074988950456,444.707758102717,0.45576040609026297,3.981387699434359,1.669412236045079,No,Excellent,Medium,Apartment,3rd,Double,Natural,Suburban,0
0.8948273504276488,20.056915162366316,1.3485520863712515,311.161831872879,0.27019093042963316,6.9028162949576775,2.3457946619157206,Yes,Fair,Low,Apartment,4th,Single,Natural,Urban,0
0.5978999788110851,15.844376360287606,1.977596992185286,175.5509882883243,0.49586609495373973,4.585138224123789,1.16369669372687,No,Good,Low,,3rd,Triple,Mechanical,Suburban,0
0.9218742350231168,19.359404390926716,1.3696926277015027,136.32367379696188,0.4516884131613436,6.292757350516892,3.7986659742217332,No,Excellent,High,House,4th,Double,Mechanical,Suburban,0
0.0884925020519195,23.286756311609068,1.1379817935074457,129.59351375441454,1.0101835928759466,2.8069352481725454,2.366207177938436,Yes,Good,High,House,3rd,Double,Mechanical,Urban,0
0.1959828624191452,20.72129578287159,1.117580154026766,605.0069983890506,2.121459926769483,0.7293708840494824,2.235737507799338,No,Excellent,Medium,Apartment,1st,Single,Natural,Urban,0
0.045227288910538066,18.273012790070133,1.3192556965007947,239.9247954142819,1.1024501498234094,-0.740814394700744,1.8522103741861429,No,Fair,Medium,Apartment,3rd,Double,Mechanical,Urban,0
0.32533033076326434,,2.0223476889369443,30.62164616411671,1.8968721232306132,-1.3365480273547932,2.660253068550464,Yes,Poor,High,Apartment,Ground,Single,Natural,Urban,0
0.388677289689482,20.036033744088893,1.5912585639883,629.4574265379124,1.3295713484449734,-6.025852212207663,4.00955080223263,No,Fair,Low,House,Ground,Triple,Mechanical,Suburban,0
0.2713490317738959,20.945260691686812,1.7920953850260744,388.28465499716305,1.192056582422654,-2.559699734058322,1.9408083921521218,No,Excellent,Low,Office,3rd,Double,Natural,Urban,0
0.8287375091519293,17.266283273438347,1.1804198383063202,1551.027667333133,0.658649126424144,-2.704267647910906,1.217613955564144,Yes,Fair,High,Apartment,2nd,Double,Natural,Rural,0
0.3567533266935893,21.185134547694663,1.3886683721952293,585.8843394188425,0.5362929559129141,-0.5367259799201802,7.228972394734545,Yes,Excellent,High,Apartment,Ground,Single,Natural,Suburban,0
0.28093450968738076,14.59121673679445,1.0229651851247703,91.95748987522119,1.519255617286599,9.811221053191456,1.903573866533612,Yes,Excellent,High,Apartment,4th,Single,Mechanical,Suburban,0
0.5426960831582485,18.74023089527238,2.3410308620827958,43.394094450130986,1.7716003591416065,1.2121902222311136,1.5045347722744373,No,Fair,High,House,3rd,Double,Mechanical,Urban,0
